client_id,sexe,age,situation_familiale,nombre_enfants,niveau_etude,secteur_activite,revenu_mensuel,montant_pret,duree_pret,taux_interet,but_du_pret,historique_defaut,remboursement_pret_prec,score_credit,zone_residentielle,contact_telephone,co_emprunteur,delai_remboursement
1516,M,26,Marié(e),4,Aucun,Agriculture,141208,370318,18,7.4,Capital démarrage,Non,Aucun,47,Urbaine,Oui,Non,Non
1517,F,34,Célibataire,1,Secondaire,Commerce,200793,381300,18,11.0,Capital démarrage,Non,Aucun,75,Urbaine,Oui,Non,Oui
1518,F,28,Marié(e),0,Primaire,Artisanat,167468,156592,18,10.6,Achat équipement,Non,Oui,79,Urbaine,Non,Oui,Oui
1519,M,49,Célibataire,1,Primaire,Services,279858,158122,18,14.3,Achat équipement,Non,Oui,63,Rurale,Non,Non,Oui
1520,F,27,Veuf/veuve,0,Primaire,Agriculture,104282,594252,12,9.9,Stock,Non,Aucun,34,Urbaine,Oui,Oui,Non
1521,M,39,Marié(e),4,Aucun,Agriculture,6031,183804,12,4.9,Urgence,Non,Aucun,72,Rurale,Oui,Non,Non
1522,F,34,Marié(e),3,Primaire,Commerce,196059,511005,12,8.2,Achat équipement,Oui,Non,60,Rurale,Oui,Non,Non
1523,M,21,Célibataire,1,Supérieur,Agriculture,141405,308678,24,10.8,Achat équipement,Oui,Non,85,Rurale,Oui,Non,Non
1524,M,65,Marié(e),2,Secondaire,Services,189663,289244,18,17.7,Achat équipement,Non,Non,94,Rurale,Oui,Oui,Oui
1525,M,69,Veuf/veuve,1,Secondaire,Commerce,105861,212229,12,16.4,Stock,Non,Oui,42,Urbaine,Oui,Non,Non
1526,M,64,Marié(e),1,Secondaire,Agriculture,294537,475604,12,6.9,Urgence,Oui,Aucun,95,Urbaine,Oui,Non,Non
1527,M,42,Veuf/veuve,3,Primaire,Agriculture,156809,534363,12,14.3,Urgence,Non,Non,41,Rurale,Oui,Non,Non
1528,M,38,Célibataire,0,Aucun,Agriculture,137523,193620,18,17.1,Stock,Oui,Oui,56,Rurale,Oui,Oui,Non
1529,F,54,Marié(e),1,Secondaire,Artisanat,293429,102303,12,4.6,Urgence,Non,Oui,80,Rurale,Oui,Non,Oui
1530,M,55,Veuf/veuve,3,Aucun,Agriculture,230420,125305,18,14.2,Capital démarrage,Oui,Aucun,54,Urbaine,Oui,Non,Non
1531,M,66,Marié(e),1,Primaire,Agriculture,263370,486041,12,10.7,Stock,Non,Non,52,Rurale,Oui,Non,Oui
1532,F,18,Divorcé(e),3,Secondaire,Services,169669,289704,12,13.7,Achat équipement,Non,Oui,39,Urbaine,Oui,Oui,Non
1533,F,42,Célibataire,0,Secondaire,Agriculture,182814,122553,18,12.7,Urgence,Non,Oui,44,Urbaine,Oui,Non,Non
1534,M,68,Célibataire,1,Primaire,Artisanat,144196,237158,12,17.8,Capital démarrage,Non,Non,52,Rurale,Oui,Oui,Oui
1535,M,53,Divorcé(e),0,Primaire,Agriculture,137191,332829,24,8.4,Stock,Non,Oui,76,Rurale,Oui,Oui,Oui
1536,M,34,Célibataire,0,Secondaire,Commerce,203894,518628,6,15.1,Stock,Non,Oui,90,Rurale,Oui,Oui,Oui
1537,M,58,Divorcé(e),1,Secondaire,Agriculture,157892,402958,12,7.7,Achat équipement,Oui,Non,53,Urbaine,Oui,Non,Non
1538,F,41,Divorcé(e),0,Secondaire,Agriculture,313249,146818,12,10.4,Achat équipement,Non,Oui,58,Rurale,Oui,Non,Oui
1539,M,19,Célibataire,0,Supérieur,Commerce,230551,137286,18,17.7,Stock,Non,Aucun,50,Rurale,Oui,Non,Oui
1540,M,57,Marié(e),1,Aucun,Agriculture,292995,276783,18,14.8,Capital démarrage,Non,Oui,42,Rurale,Oui,Non,Non
1541,F,32,Célibataire,0,Primaire,Commerce,46279,91356,6,8.8,Achat équipement,Oui,Oui,42,Rurale,Oui,Non,Non
1542,M,49,Marié(e),5,Primaire,Agriculture,293725,465567,12,12.9,Stock,Non,Oui,45,Rurale,Oui,Oui,Non
1543,F,56,Célibataire,1,Aucun,Commerce,36903,270799,12,5.2,Stock,Non,Oui,64,Urbaine,Oui,Oui,Non
1544,M,23,Célibataire,1,Supérieur,Services,104345,238663,12,8.1,Achat équipement,Non,Oui,55,Urbaine,Oui,Oui,Oui
1545,F,18,Marié(e),2,Supérieur,Agriculture,74841,330009,12,14.2,Urgence,Oui,Aucun,59,Urbaine,Non,Non,Non
1546,M,64,Marié(e),1,Aucun,Agriculture,194582,439926,12,12.2,Capital démarrage,Non,Oui,70,Rurale,Oui,Non,Oui
1547,F,40,Divorcé(e),0,Aucun,Artisanat,178908,363140,12,10.8,Urgence,Non,Aucun,63,Rurale,Oui,Non,Oui
1548,F,56,Veuf/veuve,0,Primaire,Commerce,227695,491321,12,13.8,Urgence,Oui,Oui,47,Rurale,Oui,Non,Non
1549,M,34,Marié(e),1,Secondaire,Agriculture,174692,396149,6,9.9,Capital démarrage,Non,Non,79,Urbaine,Non,Oui,Oui
1550,F,51,Marié(e),2,Primaire,Commerce,253506,483383,12,4.9,Capital démarrage,Oui,Aucun,34,Rurale,Non,Oui,Non
1551,F,58,Veuf/veuve,1,Aucun,Agriculture,124038,433230,6,10.5,Achat équipement,Non,Oui,53,Urbaine,Non,Oui,Oui
1552,F,46,Marié(e),4,Aucun,Agriculture,254889,156217,12,16.7,Achat équipement,Non,Oui,90,Urbaine,Oui,Oui,Oui
1553,F,26,Marié(e),1,Primaire,Services,178155,78794,18,16.1,Achat équipement,Non,Aucun,70,Rurale,Non,Oui,Oui
1554,F,30,Divorcé(e),2,Supérieur,Artisanat,321351,546868,6,10.0,Capital démarrage,Non,Non,38,Urbaine,Oui,Non,Non
1555,M,23,Marié(e),3,Primaire,Commerce,232314,570110,6,4.8,Urgence,Non,Oui,41,Rurale,Oui,Non,Non
1556,M,23,Marié(e),0,Primaire,Agriculture,161780,449812,6,13.1,Capital démarrage,Non,Oui,59,Rurale,Non,Non,Oui
1557,F,37,Veuf/veuve,0,Aucun,Agriculture,177955,448313,18,14.5,Achat équipement,Non,Aucun,57,Urbaine,Oui,Non,Oui
1558,M,69,Divorcé(e),4,Primaire,Artisanat,119453,198580,6,8.5,Urgence,Oui,Non,75,Urbaine,Oui,Oui,Non
1559,F,20,Marié(e),4,Secondaire,Agriculture,201561,348342,24,10.9,Achat équipement,Non,Oui,81,Rurale,Oui,Non,Oui
1560,F,34,Célibataire,1,Primaire,Agriculture,161748,595731,12,17.9,Urgence,Non,Aucun,57,Urbaine,Oui,Non,Oui
1561,M,66,Marié(e),0,Primaire,Agriculture,223450,520878,12,12.3,Achat équipement,Non,Oui,63,Urbaine,Oui,Non,Oui
1562,M,29,Célibataire,3,Secondaire,Commerce,99720,217416,6,9.2,Capital démarrage,Non,Oui,49,Rurale,Oui,Non,Non
1563,F,65,Marié(e),1,Aucun,Agriculture,160219,215575,12,13.0,Stock,Non,Aucun,62,Urbaine,Oui,Non,Oui
1564,M,64,Célibataire,0,Secondaire,Agriculture,110428,315967,12,6.9,Stock,Oui,Non,49,Rurale,Oui,Non,Non
1565,F,62,Veuf/veuve,1,Primaire,Artisanat,114159,272529,12,7.2,Urgence,Non,Oui,65,Rurale,Oui,Oui,Oui
1566,M,18,Célibataire,0,Primaire,Commerce,216363,254134,12,17.0,Capital démarrage,Oui,Oui,55,Rurale,Oui,Non,Non
1567,F,34,Célibataire,0,Secondaire,Agriculture,247470,394834,12,7.7,Achat équipement,Non,Aucun,74,Rurale,Oui,Non,Oui
1568,M,20,Marié(e),0,Secondaire,Artisanat,40047,56320,12,8.7,Urgence,Oui,Non,80,Urbaine,Oui,Non,Non
1569,F,43,Marié(e),1,Primaire,Agriculture,291712,469836,12,11.8,Urgence,Non,Aucun,84,Urbaine,Non,Oui,Oui
1570,M,32,Célibataire,2,Aucun,Commerce,264245,457029,12,16.6,Achat équipement,Non,Oui,65,Rurale,Oui,Non,Oui
1571,F,53,Marié(e),3,Primaire,Commerce,99199,506679,18,15.0,Achat équipement,Non,Oui,74,Rurale,Oui,Non,Oui
1572,M,49,Marié(e),2,Primaire,Agriculture,229610,512797,12,5.1,Achat équipement,Non,Oui,57,Urbaine,Non,Oui,Oui
1573,F,49,Célibataire,0,Primaire,Agriculture,152388,361519,12,13.9,Capital démarrage,Non,Non,52,Rurale,Oui,Non,Oui
1574,F,21,Célibataire,1,Secondaire,Artisanat,174113,479040,12,11.3,Stock,Non,Oui,44,Rurale,Oui,Oui,Non
1575,M,35,Veuf/veuve,2,Aucun,Services,216123,320817,6,10.9,Urgence,Non,Aucun,70,Rurale,Oui,Oui,Oui
1576,M,66,Marié(e),1,Primaire,Commerce,208799,573341,12,13.8,Urgence,Non,Oui,34,Rurale,Oui,Non,Non
1577,M,36,Célibataire,0,Primaire,Agriculture,145620,154884,12,7.1,Stock,Oui,Oui,78,Urbaine,Oui,Non,Non
1578,F,60,Veuf/veuve,1,Primaire,Agriculture,145366,553589,6,17.8,Urgence,Non,Aucun,59,Urbaine,Oui,Oui,Oui
1579,F,69,Divorcé(e),0,Secondaire,Agriculture,148906,192191,24,13.2,Capital démarrage,Non,Oui,60,Urbaine,Oui,Non,Oui
1580,M,52,Marié(e),0,Aucun,Agriculture,248569,106497,12,9.4,Achat équipement,Non,Aucun,75,Urbaine,Oui,Non,Oui
1581,M,57,Marié(e),3,Primaire,Commerce,68291,291507,12,12.6,Stock,Oui,Oui,37,Rurale,Oui,Oui,Non
1582,M,31,Veuf/veuve,0,Supérieur,Commerce,170285,388204,18,7.4,Capital démarrage,Non,Oui,61,Urbaine,Oui,Non,Oui
1583,F,50,Divorcé(e),2,Primaire,Agriculture,274352,177044,6,13.1,Achat équipement,Non,Aucun,88,Urbaine,Oui,Oui,Oui
1584,M,31,Marié(e),0,Primaire,Agriculture,222222,355687,18,4.9,Stock,Non,Aucun,60,Urbaine,Oui,Non,Oui
1585,F,51,Marié(e),0,Primaire,Commerce,243057,494341,12,9.1,Capital démarrage,Non,Oui,45,Rurale,Oui,Oui,Non
1586,M,21,Marié(e),1,Supérieur,Agriculture,171116,191396,12,14.6,Stock,Oui,Oui,59,Rurale,Oui,Non,Non
1587,F,41,Marié(e),1,Supérieur,Services,110186,369177,18,15.4,Stock,Non,Non,84,Rurale,Non,Non,Oui
1588,M,46,Célibataire,0,Primaire,Commerce,183341,236621,24,7.9,Capital démarrage,Oui,Oui,53,Rurale,Oui,Non,Non
1589,M,36,Marié(e),1,Aucun,Artisanat,138663,341372,18,11.8,Urgence,Non,Aucun,41,Rurale,Oui,Non,Non
1590,F,23,Veuf/veuve,0,Supérieur,Artisanat,313841,416805,12,11.6,Capital démarrage,Non,Oui,57,Urbaine,Oui,Non,Oui
1591,F,50,Marié(e),0,Primaire,Artisanat,170509,242732,12,10.2,Stock,Non,Aucun,43,Rurale,Oui,Non,Non
1592,F,66,Marié(e),0,Primaire,Agriculture,218247,596965,12,7.6,Stock,Non,Oui,31,Rurale,Oui,Oui,Non
1593,M,57,Marié(e),0,Secondaire,Services,282143,360076,18,14.0,Capital démarrage,Oui,Oui,76,Urbaine,Oui,Non,Non
1594,M,36,Célibataire,2,Primaire,Agriculture,114195,503453,6,7.9,Achat équipement,Oui,Aucun,80,Urbaine,Oui,Non,Non
1595,F,18,Marié(e),1,Aucun,Agriculture,43216,448824,12,16.8,Achat équipement,Non,Oui,71,Rurale,Oui,Oui,Non
1596,F,22,Marié(e),1,Secondaire,Commerce,209400,519042,18,11.6,Achat équipement,Non,Aucun,78,Urbaine,Oui,Oui,Oui
1597,M,44,Célibataire,1,Primaire,Agriculture,220699,145590,18,16.3,Achat équipement,Non,Oui,58,Rurale,Non,Oui,Oui
1598,M,33,Célibataire,0,Primaire,Agriculture,155154,172404,12,8.4,Capital démarrage,Oui,Oui,85,Rurale,Oui,Oui,Non
1599,M,23,Divorcé(e),2,Primaire,Agriculture,110624,318076,18,15.4,Urgence,Non,Oui,55,Urbaine,Oui,Non,Oui
1600,F,57,Célibataire,0,Primaire,Agriculture,198589,518780,6,6.0,Achat équipement,Oui,Aucun,65,Rurale,Oui,Non,Non
1601,M,30,Célibataire,2,Aucun,Commerce,178575,158683,6,14.9,Stock,Non,Oui,52,Urbaine,Oui,Non,Oui
1602,M,65,Divorcé(e),0,Primaire,Agriculture,199332,584086,12,9.7,Achat équipement,Non,Oui,43,Urbaine,Oui,Non,Non
1603,M,52,Marié(e),1,Secondaire,Commerce,112022,120181,12,10.8,Urgence,Non,Non,55,Rurale,Oui,Oui,Oui
1604,M,36,Marié(e),2,Secondaire,Services,199487,146292,18,6.8,Capital démarrage,Non,Oui,95,Urbaine,Oui,Oui,Oui
1605,M,29,Veuf/veuve,0,Primaire,Commerce,229172,141978,18,4.8,Urgence,Non,Oui,88,Rurale,Oui,Non,Oui
1606,M,33,Célibataire,1,Secondaire,Commerce,89646,372303,12,13.5,Urgence,Oui,Oui,76,Urbaine,Non,Non,Non
1607,M,60,Marié(e),0,Secondaire,Services,267624,554647,18,12.4,Urgence,Oui,Oui,58,Urbaine,Oui,Non,Non
1608,F,27,Marié(e),1,Secondaire,Agriculture,195269,190311,6,12.9,Achat équipement,Non,Oui,58,Urbaine,Non,Non,Oui
1609,M,42,Veuf/veuve,1,Aucun,Commerce,231056,354170,12,7.9,Achat équipement,Non,Aucun,90,Rurale,Non,Non,Oui
1610,M,37,Marié(e),1,Secondaire,Artisanat,103264,146674,6,7.7,Urgence,Oui,Aucun,65,Urbaine,Oui,Non,Non
1611,F,48,Marié(e),2,Primaire,Services,220955,397125,18,15.7,Capital démarrage,Non,Oui,76,Urbaine,Oui,Non,Oui
1612,F,21,Marié(e),1,Aucun,Commerce,81321,117785,12,14.8,Achat équipement,Non,Non,56,Rurale,Oui,Non,Oui
1613,M,61,Marié(e),2,Aucun,Agriculture,123105,320220,12,9.0,Capital démarrage,Non,Oui,60,Rurale,Oui,Oui,Oui
1614,M,40,Marié(e),0,Secondaire,Services,195802,410349,12,13.1,Achat équipement,Non,Oui,76,Urbaine,Oui,Non,Oui
1615,M,19,Marié(e),1,Aucun,Agriculture,163442,368520,12,15.7,Capital démarrage,Non,Aucun,53,Rurale,Oui,Oui,Oui
1616,F,39,Marié(e),2,Aucun,Agriculture,181649,127000,18,16.5,Achat équipement,Non,Oui,70,Rurale,Oui,Non,Oui
1617,F,68,Marié(e),0,Secondaire,Agriculture,295643,138755,12,4.6,Urgence,Non,Oui,54,Rurale,Oui,Oui,Oui
1618,F,54,Marié(e),2,Secondaire,Commerce,180708,419265,6,15.5,Stock,Oui,Aucun,72,Rurale,Oui,Non,Non
1619,F,25,Marié(e),0,Secondaire,Artisanat,222582,494900,24,9.2,Stock,Non,Non,54,Rurale,Non,Non,Oui
1620,F,24,Veuf/veuve,1,Aucun,Artisanat,175994,549440,6,14.2,Capital démarrage,Non,Oui,91,Rurale,Oui,Oui,Oui
1621,M,31,Marié(e),0,Aucun,Artisanat,174216,497486,18,9.5,Capital démarrage,Non,Oui,64,Rurale,Oui,Non,Oui
1622,M,20,Divorcé(e),0,Secondaire,Agriculture,121303,585658,12,12.7,Urgence,Non,Oui,76,Urbaine,Oui,Non,Oui
1623,F,67,Veuf/veuve,0,Aucun,Commerce,202087,274538,12,13.2,Urgence,Non,Oui,64,Rurale,Oui,Oui,Oui
1624,F,33,Marié(e),3,Secondaire,Artisanat,332128,232141,18,10.0,Capital démarrage,Non,Non,57,Rurale,Oui,Non,Oui
1625,M,36,Marié(e),1,Aucun,Commerce,185271,65501,6,11.4,Stock,Oui,Oui,73,Urbaine,Oui,Oui,Non
1626,F,68,Divorcé(e),0,Supérieur,Services,163979,297442,18,14.3,Urgence,Oui,Aucun,82,Urbaine,Oui,Non,Non
1627,M,35,Marié(e),3,Primaire,Artisanat,248408,408254,12,10.9,Capital démarrage,Non,Oui,43,Rurale,Oui,Non,Non
1628,M,69,Veuf/veuve,1,Aucun,Commerce,241368,498474,12,4.7,Urgence,Non,Oui,66,Rurale,Oui,Non,Oui
1629,M,33,Marié(e),1,Secondaire,Agriculture,206343,197100,18,4.7,Urgence,Non,Oui,63,Urbaine,Oui,Non,Oui
1630,M,25,Marié(e),5,Primaire,Commerce,161497,332475,6,13.4,Achat équipement,Non,Oui,68,Rurale,Oui,Non,Oui
1631,F,50,Célibataire,2,Primaire,Services,248665,414105,12,15.9,Urgence,Non,Oui,85,Rurale,Oui,Non,Oui
1632,M,66,Marié(e),1,Secondaire,Agriculture,187255,353381,18,15.1,Capital démarrage,Non,Oui,77,Rurale,Oui,Oui,Oui
1633,F,29,Divorcé(e),0,Primaire,Artisanat,234825,200711,18,8.7,Urgence,Oui,Oui,82,Rurale,Oui,Non,Non
1634,F,28,Marié(e),2,Primaire,Agriculture,130842,487955,12,10.9,Capital démarrage,Non,Oui,68,Rurale,Oui,Non,Oui
1635,F,22,Marié(e),2,Primaire,Commerce,144797,145348,18,7.7,Achat équipement,Oui,Oui,58,Rurale,Oui,Oui,Non
1636,M,44,Divorcé(e),5,Aucun,Commerce,185812,547738,24,17.9,Achat équipement,Non,Aucun,30,Urbaine,Oui,Non,Non
1637,M,29,Marié(e),0,Aucun,Commerce,105887,573928,6,8.0,Stock,Non,Oui,86,Rurale,Non,Non,Oui
1638,M,34,Marié(e),0,Secondaire,Artisanat,157805,251065,12,10.1,Achat équipement,Non,Aucun,30,Urbaine,Oui,Non,Non
1639,F,23,Marié(e),1,Secondaire,Agriculture,103227,256899,12,13.7,Achat équipement,Non,Oui,88,Urbaine,Oui,Oui,Oui
1640,F,50,Marié(e),0,Primaire,Agriculture,87314,458803,18,16.3,Capital démarrage,Non,Oui,76,Rurale,Oui,Oui,Oui
1641,M,22,Célibataire,1,Primaire,Artisanat,326159,300958,18,5.2,Stock,Non,Oui,94,Urbaine,Oui,Oui,Oui
1642,F,45,Marié(e),1,Supérieur,Agriculture,143461,65735,18,8.6,Achat équipement,Non,Aucun,68,Rurale,Oui,Oui,Oui
1643,M,31,Marié(e),1,Supérieur,Commerce,148738,555932,24,12.2,Urgence,Oui,Aucun,72,Rurale,Oui,Oui,Non
1644,F,22,Marié(e),0,Primaire,Agriculture,184813,286912,12,12.8,Stock,Non,Aucun,62,Urbaine,Non,Non,Oui
1645,M,50,Marié(e),2,Secondaire,Agriculture,116295,161922,6,5.4,Achat équipement,Oui,Aucun,66,Urbaine,Oui,Non,Non
1646,F,67,Marié(e),0,Secondaire,Commerce,149899,355615,12,13.5,Stock,Non,Oui,54,Rurale,Oui,Non,Oui
1647,M,65,Célibataire,1,Primaire,Artisanat,290064,170398,12,11.6,Achat équipement,Non,Aucun,63,Rurale,Oui,Non,Oui
1648,F,58,Marié(e),1,Aucun,Agriculture,201485,163312,18,15.7,Capital démarrage,Oui,Aucun,52,Rurale,Non,Oui,Non
1649,F,36,Célibataire,2,Aucun,Agriculture,239164,350152,18,7.5,Stock,Oui,Oui,65,Urbaine,Oui,Oui,Non
1650,F,39,Marié(e),0,Secondaire,Agriculture,274415,265073,12,7.1,Stock,Oui,Aucun,64,Rurale,Non,Non,Non
1651,M,22,Veuf/veuve,1,Secondaire,Commerce,192638,365146,12,15.2,Achat équipement,Non,Non,64,Urbaine,Non,Non,Oui
1652,M,19,Marié(e),0,Secondaire,Agriculture,166725,598253,18,14.0,Stock,Non,Aucun,63,Urbaine,Non,Non,Oui
1653,M,47,Marié(e),1,Aucun,Commerce,93968,522459,12,15.2,Achat équipement,Non,Aucun,55,Urbaine,Non,Non,Oui
1654,M,64,Célibataire,1,Secondaire,Artisanat,157026,54218,12,15.1,Urgence,Non,Aucun,73,Urbaine,Non,Oui,Oui
1655,M,56,Célibataire,3,Secondaire,Commerce,170250,77805,12,5.9,Stock,Non,Aucun,69,Rurale,Oui,Non,Oui
1656,F,21,Marié(e),3,Secondaire,Agriculture,131563,385543,12,8.3,Stock,Non,Oui,69,Rurale,Non,Non,Oui
1657,F,50,Célibataire,1,Aucun,Commerce,272713,394440,24,8.0,Capital démarrage,Non,Oui,50,Rurale,Oui,Oui,Oui
1658,M,30,Marié(e),2,Secondaire,Services,246137,533004,12,17.1,Capital démarrage,Non,Oui,75,Rurale,Oui,Non,Oui
1659,M,37,Célibataire,0,Aucun,Agriculture,239132,395981,18,11.1,Stock,Non,Oui,53,Urbaine,Oui,Oui,Oui
1660,M,24,Veuf/veuve,2,Secondaire,Agriculture,173027,175242,12,6.0,Capital démarrage,Non,Oui,57,Rurale,Non,Non,Oui
1661,F,32,Marié(e),0,Secondaire,Commerce,118018,307683,6,8.4,Stock,Non,Non,66,Urbaine,Oui,Non,Oui
1662,M,40,Célibataire,0,Aucun,Agriculture,259680,494941,6,16.3,Achat équipement,Non,Oui,82,Rurale,Non,Non,Oui
1663,F,31,Veuf/veuve,1,Secondaire,Commerce,200121,557553,12,15.9,Stock,Non,Aucun,46,Urbaine,Oui,Non,Non
1664,M,40,Marié(e),1,Aucun,Artisanat,226384,180303,6,16.7,Stock,Non,Aucun,50,Urbaine,Oui,Non,Oui
1665,F,36,Célibataire,2,Secondaire,Commerce,217154,346782,12,9.7,Urgence,Oui,Non,35,Urbaine,Oui,Non,Non
1666,F,46,Marié(e),1,Primaire,Commerce,198637,137410,12,13.2,Capital démarrage,Oui,Oui,72,Rurale,Oui,Non,Non
1667,M,37,Marié(e),0,Secondaire,Commerce,299976,323349,18,8.3,Capital démarrage,Non,Oui,59,Rurale,Non,Non,Oui
1668,F,46,Marié(e),0,Supérieur,Agriculture,140556,99562,12,6.9,Urgence,Non,Oui,71,Rurale,Oui,Oui,Oui
1669,M,41,Célibataire,3,Primaire,Agriculture,161464,567950,6,4.8,Achat équipement,Non,Oui,70,Rurale,Oui,Non,Oui
1670,F,35,Marié(e),1,Primaire,Artisanat,278469,400931,18,7.5,Achat équipement,Oui,Aucun,76,Rurale,Oui,Oui,Non
1671,M,27,Célibataire,3,Primaire,Services,184923,519819,12,12.7,Achat équipement,Non,Oui,65,Urbaine,Non,Oui,Oui
1672,F,58,Célibataire,1,Aucun,Artisanat,172443,599062,24,16.7,Urgence,Oui,Aucun,54,Rurale,Non,Oui,Non
1673,F,25,Veuf/veuve,1,Primaire,Services,164819,150466,24,6.3,Stock,Non,Oui,68,Urbaine,Oui,Non,Oui
1674,F,43,Marié(e),0,Secondaire,Agriculture,220758,431778,18,16.9,Achat équipement,Non,Oui,71,Urbaine,Oui,Non,Oui
1675,F,46,Marié(e),4,Supérieur,Agriculture,166242,537842,18,9.2,Achat équipement,Oui,Aucun,59,Rurale,Oui,Non,Non
1676,M,27,Marié(e),1,Secondaire,Agriculture,159506,366765,6,10.3,Urgence,Non,Oui,66,Rurale,Oui,Non,Oui
1677,M,34,Célibataire,1,Primaire,Agriculture,219768,401833,6,9.4,Capital démarrage,Oui,Non,44,Rurale,Oui,Oui,Non
1678,M,19,Veuf/veuve,2,Secondaire,Artisanat,185595,274219,18,10.0,Urgence,Non,Aucun,45,Urbaine,Non,Non,Non
1679,M,23,Célibataire,0,Secondaire,Services,119433,421118,12,8.0,Capital démarrage,Non,Oui,40,Rurale,Non,Non,Non
1680,F,22,Célibataire,0,Primaire,Artisanat,181920,267567,12,13.9,Achat équipement,Non,Oui,69,Urbaine,Oui,Non,Oui
1681,M,45,Marié(e),3,Aucun,Commerce,263671,312140,18,14.7,Achat équipement,Non,Non,76,Urbaine,Non,Non,Oui
1682,F,58,Marié(e),0,Primaire,Agriculture,225918,106601,18,15.6,Stock,Non,Aucun,43,Rurale,Oui,Oui,Non
1683,F,22,Marié(e),2,Secondaire,Agriculture,271078,54294,6,9.1,Stock,Oui,Oui,67,Rurale,Oui,Non,Non
1684,F,35,Célibataire,1,Primaire,Agriculture,136122,80333,12,14.8,Capital démarrage,Non,Aucun,71,Rurale,Oui,Non,Oui
1685,M,43,Marié(e),3,Secondaire,Commerce,244213,155886,6,13.1,Achat équipement,Non,Oui,59,Urbaine,Oui,Non,Oui
1686,F,37,Marié(e),1,Aucun,Commerce,141088,301132,18,17.4,Achat équipement,Non,Oui,89,Rurale,Oui,Oui,Oui
1687,F,58,Célibataire,2,Supérieur,Services,106056,61546,12,10.2,Urgence,Oui,Oui,43,Rurale,Oui,Non,Non
1688,M,66,Veuf/veuve,0,Primaire,Artisanat,131816,135765,24,17.9,Achat équipement,Oui,Oui,59,Rurale,Oui,Non,Non
1689,F,44,Célibataire,2,Secondaire,Agriculture,187884,479794,18,14.5,Achat équipement,Oui,Oui,30,Urbaine,Non,Non,Non
1690,F,66,Marié(e),1,Aucun,Agriculture,241677,469191,6,15.0,Urgence,Non,Oui,70,Rurale,Oui,Non,Oui
1691,M,29,Marié(e),0,Aucun,Commerce,198624,484351,6,4.8,Urgence,Oui,Oui,54,Rurale,Oui,Non,Non
1692,M,24,Célibataire,0,Secondaire,Agriculture,170803,556847,12,11.2,Achat équipement,Oui,Oui,35,Rurale,Oui,Non,Non
1693,M,20,Marié(e),3,Supérieur,Artisanat,118067,115489,24,11.6,Stock,Oui,Aucun,73,Rurale,Oui,Oui,Non
1694,M,27,Veuf/veuve,1,Primaire,Commerce,222319,139726,12,5.0,Stock,Non,Oui,62,Rurale,Non,Oui,Oui
1695,M,51,Célibataire,0,Aucun,Agriculture,237817,233454,18,8.7,Achat équipement,Oui,Aucun,60,Rurale,Oui,Oui,Non
1696,M,42,Divorcé(e),3,Primaire,Commerce,197897,553327,12,17.4,Stock,Non,Aucun,81,Rurale,Oui,Oui,Oui
1697,M,52,Marié(e),1,Aucun,Commerce,116860,476512,12,10.3,Urgence,Non,Oui,53,Urbaine,Oui,Non,Oui
1698,M,33,Célibataire,2,Aucun,Artisanat,228522,228266,24,7.0,Stock,Non,Oui,74,Rurale,Non,Non,Oui
1699,F,19,Marié(e),0,Secondaire,Agriculture,253634,98199,6,11.4,Achat équipement,Oui,Oui,76,Urbaine,Oui,Non,Non
1700,M,41,Marié(e),2,Supérieur,Artisanat,271981,389009,18,5.0,Stock,Non,Aucun,56,Rurale,Non,Non,Oui
1701,F,27,Marié(e),1,Aucun,Commerce,153738,191250,6,11.5,Achat équipement,Non,Non,65,Rurale,Oui,Non,Oui
1702,M,55,Marié(e),3,Primaire,Artisanat,206178,342133,18,12.5,Stock,Oui,Aucun,90,Urbaine,Oui,Non,Non
1703,M,39,Veuf/veuve,0,Primaire,Agriculture,147928,567991,18,9.3,Achat équipement,Non,Oui,49,Urbaine,Oui,Non,Non
1704,M,43,Divorcé(e),0,Aucun,Commerce,124658,364939,18,14.8,Achat équipement,Non,Aucun,73,Rurale,Non,Non,Oui
1705,M,60,Marié(e),0,Aucun,Commerce,274992,558108,6,6.3,Stock,Oui,Oui,65,Rurale,Oui,Oui,Non
1706,M,56,Marié(e),0,Primaire,Commerce,213874,266171,6,16.4,Stock,Non,Aucun,84,Rurale,Oui,Non,Oui
1707,F,44,Marié(e),1,Aucun,Artisanat,257564,398343,12,17.4,Urgence,Non,Oui,64,Urbaine,Oui,Non,Oui
1708,M,46,Marié(e),1,Primaire,Commerce,106510,541639,12,4.5,Capital démarrage,Non,Non,75,Urbaine,Oui,Non,Oui
1709,F,64,Célibataire,2,Aucun,Artisanat,197305,373393,18,15.9,Achat équipement,Non,Non,40,Urbaine,Non,Non,Non
1710,F,55,Marié(e),1,Primaire,Agriculture,210497,388194,12,11.3,Achat équipement,Oui,Non,32,Rurale,Oui,Non,Non
1711,M,37,Marié(e),1,Aucun,Artisanat,130069,443969,6,10.7,Achat équipement,Oui,Oui,49,Rurale,Non,Non,Non
1712,M,44,Célibataire,1,Secondaire,Agriculture,269270,535159,18,7.7,Achat équipement,Non,Non,58,Rurale,Oui,Oui,Oui
1713,F,58,Célibataire,1,Secondaire,Artisanat,165268,98499,18,10.5,Stock,Non,Oui,59,Urbaine,Oui,Non,Oui
